"","Country_Region","confirmed","deaths","recovered","date"
"654","United Arab Emirates",9,0,4,2020-02-17
"655","US",15,0,3,2020-02-17
"656","Vietnam",16,0,7,2020-02-17
"657","Australia",15,0,10,2020-02-18
"658","Belgium",1,0,1,2020-02-18
"659","Cambodia",1,0,1,2020-02-18
"660","Canada",8,0,1,2020-02-18
"661","Egypt",1,0,0,2020-02-18
"662","Finland",1,0,1,2020-02-18
"663","France",12,1,4,2020-02-18
"664","Germany",16,0,12,2020-02-18
"665","Hong Kong",62,1,2,2020-02-18
"666","India",3,0,3,2020-02-18
"667","Italy",3,0,0,2020-02-18
"668","Japan",74,1,13,2020-02-18
"669","Macau",10,0,5,2020-02-18
"670","Mainland China",74139,2002,14199,2020-02-18
"671","Malaysia",22,0,13,2020-02-18
"672","Nepal",1,0,1,2020-02-18
"673","Others",542,0,0,2020-02-18
"674","Philippines",3,1,1,2020-02-18
"675","Russia",2,0,2,2020-02-18
"676","Singapore",81,0,29,2020-02-18
"677","South Korea",31,0,12,2020-02-18
"678","Spain",2,0,2,2020-02-18
"679","Sri Lanka",1,0,1,2020-02-18
"680","Sweden",1,0,0,2020-02-18
"681","Taiwan",22,1,2,2020-02-18
"682","Thailand",35,0,15,2020-02-18
"683","UK",9,0,8,2020-02-18
"684","United Arab Emirates",9,0,4,2020-02-18
"685","US",15,0,3,2020-02-18
"686","Vietnam",16,0,7,2020-02-18
"687","Australia",15,0,10,2020-02-19
"688","Belgium",1,0,1,2020-02-19
"689","Cambodia",1,0,1,2020-02-19
"690","Canada",8,0,1,2020-02-19
"691","Egypt",1,0,0,2020-02-19
"692","Finland",1,0,1,2020-02-19
"693","France",12,1,4,2020-02-19
"694","Germany",16,0,12,2020-02-19
"695","Hong Kong",63,2,5,2020-02-19
"696","India",3,0,3,2020-02-19
"697","Iran",2,2,0,2020-02-19
"698","Italy",3,0,0,2020-02-19
"699","Japan",84,1,18,2020-02-19
"700","Macau",10,0,5,2020-02-19
"701","Mainland China",74546,2114,15952,2020-02-19
"702","Malaysia",22,0,15,2020-02-19
"703","Nepal",1,0,1,2020-02-19
"704","Others",621,0,1,2020-02-19
"705","Philippines",3,1,1,2020-02-19
"706","Russia",2,0,2,2020-02-19
"707","Singapore",84,0,34,2020-02-19
"708","South Korea",31,0,12,2020-02-19
"709","Spain",2,0,2,2020-02-19
"710","Sri Lanka",1,0,1,2020-02-19
"711","Sweden",1,0,0,2020-02-19
"712","Taiwan",23,1,2,2020-02-19
"713","Thailand",35,0,15,2020-02-19
"714","UK",9,0,8,2020-02-19
"715","United Arab Emirates",9,0,4,2020-02-19
"716","US",15,0,3,2020-02-19
"717","Vietnam",16,0,7,2020-02-19
"718","Australia",15,0,10,2020-02-20
"719","Belgium",1,0,1,2020-02-20
"720","Cambodia",1,0,1,2020-02-20
"721","Canada",8,0,1,2020-02-20
"722","Egypt",1,0,0,2020-02-20
"723","Finland",1,0,1,2020-02-20
"724","France",12,1,4,2020-02-20
"725","Germany",16,0,12,2020-02-20
"726","Hong Kong",68,2,6,2020-02-20
"727","India",3,0,3,2020-02-20
"728","Iran",5,2,0,2020-02-20
"729","Italy",3,0,0,2020-02-20
"730","Japan",94,1,18,2020-02-20
"731","Macau",10,0,6,2020-02-20
"732","Mainland China",74999,2236,18002,2020-02-20
"733","Malaysia",22,0,15,2020-02-20
"734","Nepal",1,0,1,2020-02-20
"735","Others",634,2,1,2020-02-20
"736","Philippines",3,1,1,2020-02-20
"737","Russia",2,0,2,2020-02-20
"738","Singapore",84,0,34,2020-02-20
"739","South Korea",104,1,16,2020-02-20
"740","Spain",2,0,2,2020-02-20
"741","Sri Lanka",1,0,1,2020-02-20
"742","Sweden",1,0,0,2020-02-20
"743","Taiwan",24,1,2,2020-02-20
"744","Thailand",35,0,15,2020-02-20
"745","UK",9,0,8,2020-02-20
"746","United Arab Emirates",9,0,4,2020-02-20
"747","US",15,0,3,2020-02-20
"748","Vietnam",16,0,7,2020-02-20
"749","Australia",19,0,11,2020-02-21
"750","Belgium",1,0,1,2020-02-21
"751","Cambodia",1,0,1,2020-02-21
"752","Canada",9,0,3,2020-02-21
"753","Egypt",1,0,0,2020-02-21
"754","Finland",1,0,1,2020-02-21
"755","France",12,1,4,2020-02-21
"756","Germany",16,0,14,2020-02-21
"757","Hong Kong",68,2,5,2020-02-21
"758","India",3,0,3,2020-02-21
"759","Iran",18,4,0,2020-02-21
"760","Israel",1,0,0,2020-02-21
"761","Italy",20,1,0,2020-02-21
"762","Japan",105,1,22,2020-02-21
"763","Lebanon",1,0,0,2020-02-21
"764","Macau",10,0,6,2020-02-21
"765","Mainland China",75472,2236,18693,2020-02-21
"766","Malaysia",22,0,15,2020-02-21
"767","Nepal",1,0,1,2020-02-21
"768","Others",634,2,1,2020-02-21
"769","Philippines",3,1,1,2020-02-21
"770","Russia",2,0,2,2020-02-21
"771","Singapore",85,0,37,2020-02-21
"772","South Korea",204,2,16,2020-02-21
"773","Spain",2,0,2,2020-02-21
"774","Sri Lanka",1,0,1,2020-02-21
"775","Sweden",1,0,0,2020-02-21
"776","Taiwan",26,1,2,2020-02-21
"777","Thailand",35,0,17,2020-02-21
"778","UK",9,0,8,2020-02-21
"779","United Arab Emirates",9,0,4,2020-02-21
"780","US",35,0,5,2020-02-21
"781","Vietnam",16,0,14,2020-02-21
"782","Australia",22,0,11,2020-02-22
"783","Belgium",1,0,1,2020-02-22
"784","Cambodia",1,0,1,2020-02-22
"785","Canada",9,0,3,2020-02-22
"786","Egypt",1,0,0,2020-02-22
"787","Finland",1,0,1,2020-02-22
"788","France",12,1,4,2020-02-22
"789","Germany",16,0,14,2020-02-22
"790","Hong Kong",69,2,6,2020-02-22
"791","India",3,0,3,2020-02-22
"792","Iran",28,5,0,2020-02-22
"793","Israel",1,0,0,2020-02-22
"794","Italy",62,2,1,2020-02-22
"795","Japan",122,1,22,2020-02-22
"796","Lebanon",1,0,0,2020-02-22
"797","Macau",10,0,6,2020-02-22
"798","Mainland China",76922,2441,22687,2020-02-22
"799","Malaysia",22,0,15,2020-02-22
"800","Nepal",1,0,1,2020-02-22
"801","Others",634,2,1,2020-02-22
"802","Philippines",3,1,1,2020-02-22
"803","Russia",2,0,2,2020-02-22
"804","Singapore",85,0,37,2020-02-22
"805","South Korea",433,2,16,2020-02-22
"806","Spain",2,0,2,2020-02-22
"807","Sri Lanka",1,0,1,2020-02-22
"808","Sweden",1,0,0,2020-02-22
"809","Taiwan",26,1,2,2020-02-22
"810","Thailand",35,0,17,2020-02-22
"811","UK",9,0,8,2020-02-22
"812","United Arab Emirates",13,0,4,2020-02-22
"813","US",35,0,5,2020-02-22
"814","Vietnam",16,0,14,2020-02-22
"815","Australia",22,0,11,2020-02-23
"816","Belgium",1,0,1,2020-02-23
"817","Cambodia",1,0,1,2020-02-23
"818","Canada",9,0,3,2020-02-23
"819","Egypt",1,0,0,2020-02-23
"820","Finland",1,0,1,2020-02-23
"821","France",12,1,4,2020-02-23
"822","Germany",16,0,14,2020-02-23
"823","Hong Kong",74,2,11,2020-02-23
"824","India",3,0,3,2020-02-23
"825","Iran",43,8,0,2020-02-23
"826","Iraq",0,0,0,2020-02-23
"827","Israel",1,0,0,2020-02-23
"828","Italy",155,3,2,2020-02-23
"829","Japan",147,1,22,2020-02-23
"830","Lebanon",1,0,0,2020-02-23
"831","Macau",10,0,6,2020-02-23
"832","Mainland China",76938,2443,23170,2020-02-23
"833","Malaysia",22,0,15,2020-02-23
"834","Nepal",1,0,1,2020-02-23
"835","Others",691,3,0,2020-02-23
"836","Philippines",3,1,1,2020-02-23
"837","Russia",2,0,2,2020-02-23
"838","Singapore",89,0,51,2020-02-23
"839","South Korea",602,6,18,2020-02-23
"840","Spain",2,0,2,2020-02-23
"841","Sri Lanka",1,0,1,2020-02-23
"842","Sweden",1,0,0,2020-02-23
"843","Taiwan",28,1,2,2020-02-23
"844","Thailand",35,0,21,2020-02-23
"845","UK",9,0,8,2020-02-23
"846","United Arab Emirates",13,0,4,2020-02-23
"847","US",35,0,5,2020-02-23
"848","Vietnam",16,0,14,2020-02-23
"849","Afghanistan",1,0,0,2020-02-24
"850","Australia",22,0,11,2020-02-24
"851","Bahrain",1,0,0,2020-02-24
"852","Belgium",1,0,1,2020-02-24
"853","Cambodia",1,0,1,2020-02-24
"854","Canada",10,0,3,2020-02-24
"855","Egypt",1,0,0,2020-02-24
"856","Finland",1,0,1,2020-02-24
"857","France",12,1,4,2020-02-24
"858","Germany",16,0,14,2020-02-24
"859","Hong Kong",79,2,19,2020-02-24
"860","India",3,0,3,2020-02-24
"861","Iran",61,12,0,2020-02-24
"862","Iraq",1,0,0,2020-02-24
"863","Israel",1,0,0,2020-02-24
"864","Italy",229,7,1,2020-02-24
"865","Japan",159,1,22,2020-02-24
"866","Kuwait",1,0,0,2020-02-24
"867","Lebanon",1,0,0,2020-02-24
"868","Macau",10,0,6,2020-02-24
"869","Mainland China",77152,2593,24990,2020-02-24
"870","Malaysia",22,0,18,2020-02-24
"871","Nepal",1,0,1,2020-02-24
"872","Oman",2,0,0,2020-02-24
"873","Others",691,3,0,2020-02-24
"874","Philippines",3,1,1,2020-02-24
"875","Russia",2,0,2,2020-02-24
"876","Singapore",89,0,51,2020-02-24
"877","South Korea",833,8,18,2020-02-24
"878","Spain",2,0,2,2020-02-24
"879","Sri Lanka",1,0,1,2020-02-24
"880","Sweden",1,0,0,2020-02-24
"881","Taiwan",30,1,5,2020-02-24
"882","Thailand",35,0,21,2020-02-24
"883","UK",13,0,8,2020-02-24
"884","United Arab Emirates",13,0,4,2020-02-24
"885","US",53,0,5,2020-02-24
"886","Vietnam",16,0,14,2020-02-24
"887","Afghanistan",1,0,0,2020-02-25
"888","Algeria",1,0,0,2020-02-25
"889","Australia",22,0,11,2020-02-25
"890","Austria",2,0,0,2020-02-25
"891","Bahrain",23,0,0,2020-02-25
"892","Belgium",1,0,1,2020-02-25
"893","Cambodia",1,0,1,2020-02-25
"894","Canada",11,0,3,2020-02-25
"895","Croatia",1,0,0,2020-02-25
"896","Egypt",1,0,0,2020-02-25
"897","Finland",1,0,1,2020-02-25
"898","France",14,1,11,2020-02-25
"899","Germany",17,0,14,2020-02-25
"900","Hong Kong",84,2,19,2020-02-25
"901","India",3,0,3,2020-02-25
"902","Iran",95,16,0,2020-02-25
"903","Iraq",1,0,0,2020-02-25
"904","Israel",1,0,0,2020-02-25
"905","Italy",322,10,1,2020-02-25
"906","Japan",170,1,22,2020-02-25
"907","Kuwait",11,0,0,2020-02-25
"908","Lebanon",1,0,0,2020-02-25
"909","Macau",10,0,7,2020-02-25
"910","Mainland China",77660,2663,27650,2020-02-25
"911","Malaysia",22,0,18,2020-02-25
"912","Nepal",1,0,1,2020-02-25
"913","Oman",2,0,0,2020-02-25
"914","Others",691,3,0,2020-02-25
"915","Philippines",3,1,1,2020-02-25
"916","Russia",2,0,2,2020-02-25
"917","Singapore",91,0,53,2020-02-25
"918","South Korea",977,10,22,2020-02-25
"919","Spain",6,0,2,2020-02-25
"920","Sri Lanka",1,0,1,2020-02-25
"921","Sweden",1,0,0,2020-02-25
"922","Switzerland",1,0,0,2020-02-25
"923","Taiwan",31,1,5,2020-02-25
"924","Thailand",37,0,22,2020-02-25
"925","UK",13,0,8,2020-02-25
"926","United Arab Emirates",13,0,4,2020-02-25
"927","US",53,0,6,2020-02-25
"928","Vietnam",16,0,16,2020-02-25
"929","Afghanistan",1,0,0,2020-02-26
"930","Algeria",1,0,0,2020-02-26
"931","Australia",22,0,11,2020-02-26
"932","Austria",2,0,0,2020-02-26
"933","Bahrain",33,0,0,2020-02-26
"934","Belgium",1,0,1,2020-02-26
"935","Brazil",1,0,0,2020-02-26
"936","Cambodia",1,0,1,2020-02-26
"937","Canada",11,0,3,2020-02-26
"938","Croatia",3,0,0,2020-02-26
"939","Egypt",1,0,0,2020-02-26
"940","Finland",2,0,1,2020-02-26
"941","France",18,2,11,2020-02-26
"942","Georgia",1,0,0,2020-02-26
"943","Germany",27,0,15,2020-02-26
"944","Greece",1,0,0,2020-02-26
"945","Hong Kong",91,2,24,2020-02-26
"946","India",3,0,3,2020-02-26
"947","Iran",139,19,49,2020-02-26
"948","Iraq",5,0,0,2020-02-26
"949","Israel",2,0,0,2020-02-26
"950","Italy",453,12,3,2020-02-26
"951","Japan",189,2,22,2020-02-26
"952","Kuwait",26,0,0,2020-02-26
"953","Lebanon",2,0,0,2020-02-26
"954","Macau",10,0,7,2020-02-26
"955","Mainland China",78065,2715,30053,2020-02-26
"956","Malaysia",22,0,18,2020-02-26
"957","Nepal",1,0,1,2020-02-26
"958","North Macedonia",1,0,0,2020-02-26
"959","Norway",1,0,0,2020-02-26
"960","Oman",4,0,0,2020-02-26
"961","Others",705,4,10,2020-02-26
"962","Pakistan",2,0,0,2020-02-26
"963","Philippines",3,1,1,2020-02-26
"964","Romania",1,0,0,2020-02-26
"965","Russia",2,0,2,2020-02-26
"966","Singapore",93,0,62,2020-02-26
"967","South Korea",1261,12,22,2020-02-26
"968","Spain",13,0,2,2020-02-26
"969","Sri Lanka",1,0,1,2020-02-26
"970","Sweden",2,0,0,2020-02-26
"971","Switzerland",1,0,0,2020-02-26
"972","Taiwan",32,1,5,2020-02-26
"973","Thailand",40,0,22,2020-02-26
"974","UK",13,0,8,2020-02-26
"975","United Arab Emirates",13,0,4,2020-02-26
"976","US",59,0,6,2020-02-26
"977","Vietnam",16,0,16,2020-02-26
"978","Afghanistan",1,0,0,2020-02-27
"979","Algeria",1,0,0,2020-02-27
"980","Australia",23,0,11,2020-02-27
"981","Austria",3,0,0,2020-02-27
"982","Bahrain",33,0,0,2020-02-27
"983","Belgium",1,0,1,2020-02-27
"984","Brazil",1,0,0,2020-02-27
"985","Cambodia",1,0,1,2020-02-27
"986","Canada",13,0,6,2020-02-27
"987","Croatia",3,0,0,2020-02-27
"988","Denmark",1,0,0,2020-02-27
"989","Egypt",1,0,0,2020-02-27
"990","Estonia",1,0,0,2020-02-27
"991","Finland",2,0,1,2020-02-27
"992","France",38,2,11,2020-02-27
"993","Georgia",1,0,0,2020-02-27
"994","Germany",46,0,16,2020-02-27
"995","Greece",3,0,0,2020-02-27
"996","Hong Kong",92,2,24,2020-02-27
"997","India",3,0,3,2020-02-27
"998","Iran",245,26,49,2020-02-27
"999","Iraq",7,0,0,2020-02-27
"1000","Israel",3,0,1,2020-02-27
"1001","Italy",655,17,45,2020-02-27
"1002","Japan",214,4,22,2020-02-27
"1003","Kuwait",43,0,0,2020-02-27
"1004","Lebanon",2,0,0,2020-02-27
"1005","Macau",10,0,8,2020-02-27
"1006","Mainland China",78498,2744,32898,2020-02-27
"1007","Malaysia",23,0,18,2020-02-27
"1008","Nepal",1,0,1,2020-02-27
"1009","Netherlands",1,0,0,2020-02-27
"1010","North Macedonia",1,0,0,2020-02-27
"1011","Norway",1,0,0,2020-02-27
"1012","Oman",4,0,0,2020-02-27
"1013","Others",705,4,10,2020-02-27
"1014","Pakistan",2,0,0,2020-02-27
"1015","Philippines",3,1,1,2020-02-27
"1016","Romania",1,0,0,2020-02-27
"1017","Russia",2,0,2,2020-02-27
"1018","San Marino",1,0,0,2020-02-27
"1019","Singapore",93,0,62,2020-02-27
"1020","South Korea",1766,13,22,2020-02-27
"1021","Spain",15,0,2,2020-02-27
"1022","Sri Lanka",1,0,1,2020-02-27
"1023","Sweden",7,0,0,2020-02-27
"1024","Switzerland",8,0,0,2020-02-27
